video_id,visual_narration_coherence_mean,visual_narration_coherence_std,temporal_consistency_mean,temporal_consistency_std,visual_quality_mean,visual_quality_std,rationale_sample_0,rationale_sample_1,rationale_sample_2,n_samples,n_parse_failures
review_1,3.3333333333333335,0.4714045207910317,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,"The visual content matches the narration mostly, but there is a slight mismatch in the first frame where the text mentions 'Galaxy Buds 4 Pro' while the visual shows the Galaxy Buds 4. The temporal consistency is good, as each frame smoothly transitions to the next. The visual quality is decent, with clear images and appropriate framing.","Frame 2 shows earbuds in hand, but the caption is about the case. Frame 3 shows a hand holding an earbud, while the caption refers to the stem's design. Frame 4 displays a smartphone app, but the caption discusses noise cancellation. The transitions between frames lack smoothness.","Frame 1 shows a person holding a charger, not an earbud, which is inconsistent with the narration mentioning earbuds. Frames 2-6 visually match the narration about the earbuds' design and features. | Consecutive frames maintain coherence, though there's a slight jump in the person's clothing color from Frame 1 to Frame 5. | Frames appear sharp and clear, with no noticeable warping or artifacts. However, there's a brief moment where the earbuds are held in a hand that appears blurry in Frame 2.",3,0
review_2,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,"Frame 1 shows the person holding a MacBook, matching the narration about the MacBook Neo. Frame 2 displays the laptop screen with a description of the A18 Pro chip, aligning with the narration. Frame 3 shows benchmark results, which supports the narrative about the Neo's performance. Frame 4 depicts the laptop's design with text describing the features, which corresponds to the narration. Frame 5 shows battery usage statistics, consistent with the narration about battery life. Frame 6 shows the laptop being used, supporting the recommendation mentioned in the narration.","frame 1 shows the correct laptop model, but the person is not holding the Neo. | frames 2 and 3 both display the Neo's performance with correct information about the A18 Pro chip and benchmarks. | frame 4 displays a different laptop model with a yellow background and sprinkles, which does not match the Neo's description. | frame 5 correctly shows the battery life feature. | frame 6 accurately depicts the recommended user group.",Frame 3 shows a screenshot with an incorrect label 'MacBook Neo' instead of 'MacBook Air'. | Consecutive frames maintain a smooth transition without significant changes in visual style or content. | Frame 1 has a slightly blurry background which affects the overall clarity.,3,0
review_3,3.3333333333333335,0.4714045207910317,3.6666666666666665,0.4714045207910317,3.0,0.0,"Frame 1 shows a graph that does not visually correspond to the narration about TVs, which is about consumer goods and services. | Frame 2 displays a TV screen with apps, matching the narrative about Vizio's profit model. | Frame 3 shows a TV screen with a distorted menu, not aligning with the smooth transition expected in a coherent video. | Frame 4 captures a person interacting with a TV, illustrating the straightforward user experience mentioned in the narration. | Frame 5 shows two individuals in a casual setting, likely discussing the TV, which fits the narrative flow. | Frame 6 displays a game being played on the TV, reinforcing the emphasis on picture quality and input lag.","Frame 1 shows a graph that does not visually match the narration about TV prices and capabilities. Frame 2 shows a TV displaying an app menu, but the caption mentions Vizio profits from advertising, not the app itself. Frame 3 displays a distorted app screen, likely due to a quality issue or artifact. Frame 4 shows two people watching a TV with a gaming interface, but the caption focuses on the Sceptre TV's simplicity and performance. Frame 5 shows two individuals sitting on a couch, but the caption refers to the Sceptre TV's picture quality and input lag. Frame 6 displays a simple game on a TV, aligning with the final statement about simplicity.","Frame 1 shows a graph that does not directly relate to the TV's capabilities or price, leading to a misalignment with the narration. | The transition from a graph in Frame 1 to a TV screen in Frame 2 is abrupt and doesn't maintain coherence visually. | The frame with the graph in Frame 1 is slightly blurry compared to the other frames.",3,0
review_4,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,"Frame 1 and 2 have the same shot but different objects being held, which might be considered a mix-up. Frame 3 shows a close-up of the keyboard, matching the description about the keyframe. Frame 4 is similar to Frame 3 but with a slight change in angle, maintaining consistency. Frame 5 introduces a new visual element with hands holding the keyboard against a colorful background. Frame 6 returns to the previous setup with the person holding the keyboard.",Frames show clear and relevant visuals matching the narration. | Consecutive frames maintain a consistent theme related to the keyboard. | Visuals are sharp and the text overlay is legible.,"The visual content matches the narration in all frames, though there is some inconsistency in the visual elements showing different aspects of the keyboard across frames. The visual quality appears clear without noticeable artifacts or blurring.",3,0
review_5,3.3333333333333335,0.4714045207910317,3.3333333333333335,0.4714045207910317,3.0,0.816496580927726,"Frame 1 shows a Samsung Galaxy Z Fold, but the text refers to a trifold model. Frame 2 incorrectly labels a Fold 7 as Fold 7 and a S25 Ultra as S25 Ultra, which are not mentioned in the narration. Frame 4 is entirely black without any visual elements, breaking temporal consistency. Frame 5 shows a close-up of a phone, but the text describes the back panel material, which is not visible here. Frame 6 shows a person holding a phone, but the text refers to an Apple rumor, which is not discussed in the narration.","Frame 1 shows the Samsung Galaxy Z trifold with text that matches the narration about its form factor and display. Frame 2 contrasts the trifold with another model, but the text refers to the hinge mechanism instead of the viewing area mentioned in the narration. Frame 3 shows a close-up of the hinge mechanism, aligning with the narration. Frame 4 is completely black, making it impossible to judge its relevance or coherence. Frame 5 continues the theme of the trifold, but the text is not entirely aligned with the narration regarding the back panel material. Frame 6 shows the trifold with text mentioning its comparison to an Apple product, which is consistent with the narration.","Frame 1 shows the phone but misses the mention of ceramic glass fiber reinforced polymer in the narration. Frame 2 compares the trifold with an S25 Ultra, but there's no mention of the trifold's hinge mechanism in the narration. Frame 3 shows a hand holding the phone, but the narrator refers to a 'specific folding sequence', which isn't visually represented. Frame 4 is completely black, which doesn't correspond to any part of the narration. Frame 5 shows the phone but the narrator refers to the back panel being made of ceramic glass fiber reinforced polymer, which is not visually confirmed. Frame 6 correctly shows the person holding the phone, but the narration doesn't mention Apple's rumored foldable phone.",3,0
review_6,3.3333333333333335,0.4714045207910317,3.6666666666666665,0.4714045207910317,3.3333333333333335,0.4714045207910317,"Frame 1 and Frame 2 show the same handheld device being held, which visually matches the narration about the ROG Xbox Ally and Ally X. However, Frame 3 introduces a different handheld device without a clear connection to the previous frames or the narration. This inconsistency lowers the visual-narration coherence score. Temporal consistency is affected due to the abrupt switch in devices between Frame 2 and Frame 3. The visual quality is average, with some frames showing slight blurriness and artifacts.","Frame 1 shows a ROG device, but the caption refers to Xbox branding, creating a mismatch. Frames 2 and 5 both show the same image, which is acceptable. Frame 3 shows a different device, but the caption still mentions Xbox branding, another mismatch. Frame 4 shows a close-up of a ROG device with a Windows interface, aligning with the narration. The video is temporally consistent, showing the same device in multiple frames without abrupt changes.","Frame 1 shows a split-screen with a person holding a device and a text overlay about the ROG Xbox Ally and Ally X's features. Frame 2 is a close-up of the same device being held, focusing on the screen. Frame 3 displays a person holding a different device, likely a variant or comparison model, with a text overlay about Xbox Game Pass. Frame 4 and Frame 5 continue with close-ups of the same white device, showing different screens with the update center and a game preview. Frame 6 presents two laptops side by side, highlighting their pricing and comparing them to the handhelds. The narrative matches the visuals throughout, though there are slight discrepancies in the focus between the handhelds and laptops. Visuals are clear and consistent.",3,0
review_7,3.6666666666666665,0.9428090415820634,3.6666666666666665,0.9428090415820634,3.6666666666666665,0.9428090415820634,"Frame 1 shows the presenter against a dark background with text overlay, matching the narration about the phone's design and features. Frame 2 and 3 continue the narrative with a close-up of the phone's back, focusing on the camera module and the second screen, which aligns with the narration. Frame 4 introduces a QR code, possibly unrelated to the phone's features mentioned in the narration, disrupting coherence. Frames 5 and 6 return to the presenter holding the phone, reinforcing the discussion on its features. The overall sequence of frames appears somewhat disjointed due to the sudden appearance of the QR code in frame 4, affecting temporal consistency.","Frame 1 shows a man holding a phone with a text overlay that matches the narration. However, frames 2 and 3 have a green background and a large '17' graphic, which does not match the text about the phone's features. Frames 4, 5, and 6 continue to focus on the phone, but the text in these frames is different from the narration, discussing a custom controller case instead of the rear screen. The video quality appears clear, but the inconsistency in the text content reduces the overall coherence.","All frames accurately depict the phone mentioned in the narration. | Consecutive frames maintain a consistent flow without abrupt transitions or mismatches. | All frames are sharp and clear, with no noticeable artifacts or distortions.",3,0
review_8,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,3.3333333333333335,0.4714045207910317,"Frame 1 shows a close-up of a foldable phone emphasizing its slimness with text overlay, which aligns with the narration about thickness and USB-C port. However, the frame 2 transitions abruptly to a person holding a phone, which does not naturally follow the product details mentioned. Frame 3 displays two phones side-by-side, highlighting the battery technology, which matches the narration. Frame 4 showcases the display of the Oppo phone, matching the narration about screen resolution and anti-reflective coating. Frame 5 displays the phone open, showing the AI Studio app, which is consistent with the narration about software features. Frame 6 presents a menu with camera comparisons, aligning with the narration about camera specifications. The transitions between frames are somewhat abrupt, affecting temporal consistency. Visual quality is decent but some frames have minor artifacts or blurring, which lowers the visual quality score.","Frame 1 shows a close-up of a phone emphasizing its thickness, aligning with the narration about its thinness. Frame 2 shows a person holding the phone, which is consistent with the narrative of showcasing the phone. Frame 3 displays two phones side by side, contrasting their design and features, matching the comparison made in the narration. Frame 4 shows a phone with a focus on its screen, which fits with the description of the screen's resolution and anti-reflective coating. Frame 5 captures a hand interacting with the phone's interface, demonstrating the software capabilities mentioned in the narration. Frame 6 is a title card summarizing the comparison between Oppo and Samsung, which is coherent with the overall theme of the video.","Frame 1 shows a close-up of a phone, but the text mentions '4.2mm' which seems inconsistent with the phone's actual thickness indicated. Frame 2 features a person holding a phone, but the narration diverges into a comparison with Samsung without directly showing any Samsung phones. Frame 3 displays two phones side by side, but the narration focuses on a single phone's battery details. Frame 4 showcases a phone with text about its screen quality, but the actual phone displayed doesn't perfectly align with the detailed description given in the narration. Frame 5 presents a close-up of a phone's interface, but the focus on software features isn't highlighted in the text. Frame 6 lists several features, but the text discusses camera capabilities while the frame shows the phone's build quality.",3,0
review_9,3.6666666666666665,0.4714045207910317,3.0,0.816496580927726,3.3333333333333335,0.9428090415820634,"Frame 1 shows two devices with a pink background, but the text mentions laptops. Frame 2 and Frame 3 show a laptop with a neon background, aligning with the narration about screen quality improvements. Frame 4 and Frame 5 both show a close-up of a laptop screen displaying text, matching the narrative about keyboard improvements. Frame 6 shows a performance graph, which is relevant to the discussion of hardware performance. The transitions between frames are abrupt, lacking smoothness, which affects temporal consistency.","Frame 1 shows two laptops side by side against a pink background. The narration discusses the reliability and advancements in laptop technology. | Frame 2 and Frame 3 show a close-up of a laptop with a neon pink background, possibly representing an OLED display. The narration elaborates on screen quality improvements. | Frame 4 and Frame 5 show a laptop screen displaying a webpage with a keyboard layout, indicating the focus on the keyboard design. The narration mentions improvements in key travel and touch finish. | Frame 6 shows a laptop screen with a graph and various metrics, likely illustrating the CPU performance. The narration concludes by mentioning the suitability of the Yoga 7A for different users.","Frame 1 shows two laptops, matching the narration's description of their reliability and advancements. However, the text overlay is misaligned and not fully visible. Frame 2 and Frame 3 show a close-up of a laptop with a vibrant background and a partially obscured text overlay that seems to be related to the narration, though the content is difficult to read clearly due to the background lighting and text color choice. Frame 4 and Frame 5 both show a close-up of a laptop screen with a text overlay that matches the narration about keyboard improvements and the Yoga 7A's features. However, the text overlay is slightly blurry and not fully legible. Frame 6 shows a CPU performance graph with a text overlay that mentions the Yoga 7A's suitability, but the graph is not clear and the text is partially obscured by the overlay. The frames do not maintain consistent temporal consistency throughout, as they jump between different aspects of the laptop without a smooth transition, which can be distracting.",3,0
review_10,4.0,0.816496580927726,4.333333333333333,0.4714045207910317,4.333333333333333,0.4714045207910317,"Frames visually correspond to the narration content without noticeable discrepancies. | Consecutive frames maintain a coherent sequence, showing smooth transitions. | Each frame is sharp and clear, free of artifacts or visual distortions.","Frame 1 shows a close-up of a keyboard with text overlay that matches the narration. Frame 2 displays a laptop screen on a couch, consistent with the narration about the display features. Frame 3 presents a chart comparing performance metrics, which aligns with the narration about the laptop's performance. Frame 4 shows a battery status screen, corresponding to the narration about battery life. Frame 5 features a presenter speaking, with text overlay about gaming capabilities, which fits the narration. Frame 6 shows the laptop again, with text overlay about pricing, matching the narration. The frames maintain coherence with the narration throughout. | All frames transition smoothly without abrupt changes, indicating a coherent sequence. | The frames are clear and sharp, with no noticeable warping or artifacts.","Frame 1 shows a close-up of a keyboard, which matches the narration about the laptop's specifications. Frame 2 displays an open laptop on a couch, consistent with the narrative about the display. Frame 3 presents a bar graph, directly relevant to the performance comparison mentioned in the narration. Frame 4 shows the battery level on a screen, which aligns with the narration about battery life. Frame 5 depicts a person speaking, likely summarizing the product features, fitting the overall context. Frame 6 shows a person in a yellow duck shirt holding a laptop, which seems unrelated to the previous frames and could be a transitional shot.",3,0
